p1.key,p1.hotel_name,p1.city_name,p1.country_code,p1.hotel_address,p1.star_rating,p1.postal_code,p2.key,p2.hotel_name,p2.city_name,p2.country_code,p2.hotel_address,p2.star_rating,p2.postal_code
A618A3F5BAB56BA99A369F0AC9296828,Cha-Am Pool Station,Hua Hin / Cha-am,TH,327/37 cha-am hua hin,3,77110,5CDD200DE24B52291DD9EB32DDE05AE1,Cha-am Pool Station,Cha Am,TH,"327/37 Nong Chaeng Alley, Cha-am District, Phetchaburi",0,76120
129A801876B5F48D60EDD57D726196FD,Private Bungalow In Mauritius,Mauritius Island,MU,"B59, Coastal Road, Belle Mare",5,,CB217ED44AD8B972A3E7E92559B17ABD,Belle Mare Beach Bungalow,Belle Mare,MU,"Coastal Road, B59, Quatre Cocos",0,
7240F1EDE311114DEC209632543888BF,Hotel Seri Malaysia Kuala Terengganu,Kuala Terengganu,MY,"Lot 1640, Jalan Hiliran, (Balik Bukit), Terengganu",2,20100,64734871117215E08A3D8B157D6C2630,Hotel Seri Malaysia Kuala Terengganu,Kuala Terengganu,MY,"Lot 1640, Jalan Hiliran, (Balik Bukit)",3,20100
1CD4C9CF8A406CE138011F4DE03FCC9A,Vista Rooms near Nectar Garden,Hyderabad,IN,"Hallmark Hospitality Services, Plot No 8, 1-89/C/8, Beside Colours & Flavours, Durgam Cheruvu Road Near Nector Gardens Madhapur hyd 500081",3,500081,3AF91C42228D63E8F273D922441AA3D5,Vista Rooms near Nectar Garden,Hyderabad,IN,"Hallmark Hospitality Services,Plot No 8, 1-89/C/8, Beside Colours & Flavours, Durgam Cheruvu Road Near Nector Gardens Madhapur hyd 500081",0,500081
BD78BF105710FEB2A4B5722E0C9F11EA,First Floor Guesthouse,Ipoh,MY,Persiaran Lapangan Siber,0,31350,7476FA4C267C15A743A98629A9D99C35,First Floor Guesthouse,Ipoh,MY,"52A, Jalan Lapangan Suria, Medan Lapangan Suria",0,31350
74ACA51F73C9E2786A6A32139DB16E3D,Don Chan Residence,Chiang Mai,TH,"56 Moo 4 Tambon Tasala , A.muang . Chiang Mai",2.5,50000,BE9028083FEC2F0AA245DC53E38C5B39,Donchan Residence,Chiang Mai,TH,"56, Moo 4, Tambon Tasala, A.Muang, Chiang Mai",3,50000
A735B5B9AF9C50DA10258315304733CF,come inn2,Kenting,TW,"No.226, Henggong Rd.",2.5,946,2C3CD821672D8F4761720836B2658098,Kenting Come Inn2,Hengchun Old Town,TW,"No. 226, Henggong Road",0,946
9F6ABA0F3F6E30E0EED2FE3A0F8A69E7,Queen Shin Saw Pu Hotel,Yangon,MM,Shin Saw Pu,2,,BA61E1F793BC6818F34CC1CA1C002559,Queen Shin Saw Pu Hotel,Yangon,MM,"No. 39, Shin Saw Pu Road, Sanchaung Township",2,11221
0C72B8E30B14CEB0DCF7EE744668A8B5,Kronenhoff Guesthouse,Addo,ZA,1 Sonop Street Kirkwood,4,6120,6290E2147F11696464441C57A13891FD,Kronenhoff Guesthouse,Kirkwood,ZA,"1 Sonop Street, Kirkwood",4,6120
F49F38B6843FDFDCD68FF9B100846E54,Link Mansion,Chiang Mai,TH,115/19 Moo 2 Photharam Road,2.5,50300,E34D0CC4418DE76157BB4AB5821FA29E,Link Mansion,Chiang Mai,TH,"115/19 Moo2, Photharan Rd. T.Chang Phuak, A.Meung",2,50300
7059A2D0EBA7ECD222956A2983B6C15C,Imperial Hotel Hue,Hue,VN,8 Hung Vuong Street,5,,3F1361583A55651E63595F557CE8EA6B,Imperial Hue Hotel,Hue,VN,8 Hung Vuong Boulevard,5,
4CBBCD96FB8B6CD4BC257D5C04CA9C8D,Second Home Dormitory,Bangkok,TH,"163-165 changkraphong rd., pranakron chanasrongkram bangkok",2,10200,3663739FFC11F9FB74EE9331B7A29548,Second Home Dormitory,Bangkok,TH,"163-165 Jakapong Road, PhraNakhon, Taladyod",0,10200
2E3D2C4F33A7A1F58BC6C81CACD21E9C,Copenhagen Plaza Hotel,Copenhagen,DK,Bernstorffsgade 4,4,DK- 1577,D947C9CA81CEF801CD8CD633C0E9B483,Copenhagen Plaza,Copenhagen,DK,Bernstorffsgade 4,4,DK-1577
375FCE96128E183EBF6CAC73968ECEBF,Ciputra Golf Club & Hotel,Surabaya,ID,"Jl.Citraland Utama, Citraland",4,60219,245AE6B7CA32B2C2B8B3B46EC7FA6AC8,"Ciputra Golf, Club & Hotel",Surabaya,ID,"Citra Raya Utama, Citra Raya",3,60219
6809E95178D3BAE3B02D7270EDC94F38,Lindner Hotel and Spa Ruegen,Trent,DE,17 Vaschvitz Str.,4,18569,EF7DB75E56EF7972AF70C3900D2174FA,Lindner Hotel & Spa Rügen,Trent,DE,Vaschvitz 17,4,18569
0145EDB826E9906388A42B22E5E200AF,Hotel Re Pearl's Hill,Singapore,SG,175A Chin Swee Road,4,169879,BE419CDF098BAE8C8530EA4F19AF3837,Hotel Re! @ Pearl's Hill,Singapore,SG,175A Chin Swee Road,4,169879
DC6325C18C40DCDB28A14B31DCC39B35,Petersons Armidale Winery & Guesthouse,Armidale,AU,345 Dangarsleigh Rd,4.5,2350,F6666D2343F5CC1074612444C1EF5FCF,Petersons Armidale Winery and Guesthouse,Armidale,AU,345 Dangarsleigh Road,4,2350
B156AC971AD2DDF359C18B9D3551FA9D,Smile Inn,Bangkok,TH,136-138 Damrongrak Road (Opposite Sitaram Temple),2.5,,F3B46D79FB24C9EA003E3DBB5C67C3DF,Smile Inn,Bangkok,TH,"136-138 Damrongrak Road, Pom Prap Sattru Phai (Soi Trok Kee Thao, Behind Bo Bae Tower)",2,10100
F32726C28E70AAA1FB850DD8AB6FF7C6,Best Western University Inn at Valparaiso,Valparaiso (IN),US,760 Morthland Drive,3,46385-6260,409F1CD83716E8B77445C34DF96AC3BA,Best Western University Inn at Valparaiso,Valparaiso,US,760 Morthland Drive,2,46385
07A214D168F5CBB555DF2A8DDD5702C4,Aspasios Arago Executive Apartments,Barcelona,ES,"Arago, 155",0,8011,EFE6116ECAC0D5CF400DD9E8BB2193B1,AB Aragó Executive Suites,Barcelona,ES,"Aragó, 155",0,8011
B999CF9926248CE0549D2AA3F3BE1885,Somersal Bed and Breakfast - Wedding Venue,Waitomo,NZ,"1724 McClure Street, RD6, Te Awamutu",4,3876,89EE54C6368753CC6560C3BCC0048597,Somersal Bed & Breakfast,Pirongia,NZ,1724 McClure Street,4,3876
3225D37B323586B2A1121EBD8512E85D,Windradyne Boutique Bed & Breakfast,Blue Mountains,AU,"6 Cliff Drive, Katoomba",4.5,,428476A0752DBFE8BC780083E088F388,Windradyne Boutique Bed & Breakfast,Katoomba,AU,6 Cliff Drive,4.5,2780
AE10BEA1B4CD167C35A5DAA1DFEABF97,Beach Huts Middleton,Victor Harbor,AU,1 Charles Street,3.5,5212,195F055A921CE68402A216E21C81D424,Beach Huts Middleton,Middleton,AU,1 Charles Street,3.5,5213
AE50CC0BF6EA43FFA12D714035BF6995,Best Western Inn,Monroeville (AL),US,4419 S Alabama Avenue,2,36460-5639,703192B8B7AA0B4CAE10BB94BA75EBE5,Best Western Inn Monroeville,Monroeville,US,4419 South Alabama Avenue,2,36460
8FFE4276672AA281C5B044D4392D7243,Villa Aqua,Sunshine Coast,AU,134 Gympie Terrace,4.5,4566,1623A912077194AF9F292CEBC7514600,Villa Aqua,Noosaville,AU,134-136 Gympie Terrace,4.5,4566
7D8FF801596F8DC6D7BD5BB464009163,The Pavilion Hotel,Sandakan,MY,"Block A3, Bandar Labuk Jaya, Mile 7, Labuk Road",3,90000,4907A03E78FE0A455D685B8EEFD053BE,The Pavilion Hotel,Sandakan,MY,"Block A3,Bandar Labuk Jaya, Mile 7, Labuk Road,",3,90000
45B9CC54FBC997DE1AC4C6C0DE3C0BEE,Best Western Harbour Inn and Suites,Sunset Beach (CA),US,16912 Pacific Coast Highway,3,90742,6EE4CD3E366BD9E7B975A1520D5BE6FB,Best Western - Harbour Inn & Suites,Huntington Beach,US,16912 Pacific Coast Highway,3,90742
3C6B5DE671C25388C893B74BDD3AC9C0,Asahikawa Sun Hotel,Asahikawa,JP,"7-8 Nijodori,",2.5,070-0032,1A30E27AE2556A7B56A1294931365D92,Asahikawa Sun Hotel,Asahikawa,JP,Nijo-dori 7 Hidari 8,3,070-0032
7C2A30DA0C5452B8C35962FF9885CB44,Raoum Inn Arar,Arar,SA,Northern Borders,0,,26D8B199B47650E948F4AE36DFCBD9F7,Raoum Inn Arar,Arar,SA,Northern Borders ,0,
0A5524B224D2577BA05E7D7317486149,Camelot on Ulster,Hamilton,NZ,"231 Ulster Street, Whitiora",4,3200,8DC6D568E26094F2D8571608FA38CA91,Camelot On Ulster,Hamilton,NZ,231 Ulster Street,4.5,3200
D9FB7ADA330B23E929D99A15E301AD37,B & B Matinee,Mattinata,IT,100 Corso Matino,0,71030,BB03E293FFCE552FE294332B436DB1A1,B&B Matinèe,Mattinata,IT,Corso Matino 100,0,71030
0BA3FE48D5AB5FCFB4743186C725CEF9,Hampton Inn Kansas City - Liberty Hotel,Kansas City (MO),US,8551 North Church Road,3,64158,9304E840061F69214EA586AC8C0C7C65,Hampton Inn Kansas City Liberty,Liberty,US,8551 North Church Road,3,64158
485DF895AB98B8336A918E0ABF6DC883,Casa D' Estrella Apartelle,Boracay Island,PH,Boat Station 2,1.5,5608,029CAE5D0A432F0E0EBF20714ECF0015,Casa D' Estrella Apartelle,Boracay,PH,Balabag,2,5608
2919EEB3C6714BF944F4332BDAE5735A,Hilton Garden Inn Omaha Downtown Old Market Area,Omaha (NE),US,1005 Dodge Street,3,68102,F65585815AF3EC9C0D394E3CF58488F1,Hilton Garden Inn Omaha Downtown-Old Market Area,Omaha,US,1005 Dodge Street,3,68102
74E0DED2058867CBC15859BC41877C1F,Golden Hopes Group Of Houseboats,Srinagar,IN,Nehru Park Dal Lake Gate No. 14 behind Hotel Leeward,3,190001,078B1C405060ADDCA7D67506CC6DFE4A,Golden Hopes Group of Houseboats,Srinagar,IN,"Nehru Park, Gate No 14, Behind Hotel Leeward",3,190001
837009F7C77EB46968D77F95D00A1ED7,Comfort Inn Hotel Sherbrooke,Sherbrooke (QC),CA,4295 boul. Bourque,3,J1N 1S4,FF8D9FEE05E6C18C987F61CCAC7537F4,Comfort Inn Sherbrooke,Sherbrooke,CA,4295 Boulevard Bourque,3,J1N 1S4
BB20F07DC78A774C889115EAFDE49694,The Heron Portico Hotel,Nairobi,KE,Milimani Road,4,100,A21686DA8D989638B94BFA07FE0695F1,The Heron Portico,Nairobi,KE,"Milimani Road,Opposite Provincial Police Headquarters",4,0
BD1D1D9A2C9396D66094CE4DBF45EFD1,Ai Phuket Hostel,Phuket,TH,"88 Yaowarat Road,",2,83000,F6018BA7BF345632534502C3D5E9604D,Ai Phuket Hostel & Cafe,Phuket Town,TH,"88 Yaowarat Road, Taladyai, Muang",2,83000
354609A96CE4F59C0E3F9B4252444F51,Comfort Inn Collinsville,Collinsville (IL),US,8 Commerce Dr.,3,62234,40DC757C0B8D6B53F44D0625B10F9467,Comfort Inn Collinsville,Collinsville,US,8 Commerce Drive,2,62234
8C1FB7A7FA485F52A4DB963A684D80BF,Phoenix Park Hotel & Condo,Pyeongchang-gun,KR,"1097-1, Myeonon-ri, Bongpyeong-myeon, Gangwon-do",5,,E49FA67A3CED83B8283A7B5778CC4729,Phoenix Park The Hotel & Condominium,Pyeongchang ,KR,"1095 Myeonon-Ri, Bongpyeong-Myeon",4,232-711
BA9CF71B8EBFA9B7B883E0F3C0172B0B,Jardin de Villiers,Paris,FR,18 rue Claude Pouillet,3,,56535B943D33605C7231405AC564D698,Jardin de Villiers,Paris,FR,18 rue Claude Pouillet,3,75017
73A690C98A57648CBA2B639941C29D9F,Thana Hotel & Guesthouse,Chiang Mai,TH,27/8 Thaphae Road Soi4 T.Chang Klan A.Muang,2,50100,755F25A45471147F291A062D3AB96B89,Thana Hotel,Chiang Mai,TH,"27/8 Thapae Rd., Soi 4, Changklan, Muang Chiang Mai",3,50100
DE104275A72504EA2507BCC1E63E686F,La Palm Royal Beach Hotel,Accra,GH,"1 La Bypass, Labadi.",4,2020,71F7E7C5C662806C9DF18D8492A2CBEF,La Palm Royal Beach Hotel,Accra,GH,"No. 1 Bypass, ",4,50
A21DB4BCD5A311DDC815A4C33299B966,Palace Plaza,Mysore,IN,Sri Harsha Road,3,570001,E57D7681CC8D716D0739CB9E865B6206,Hotel Palace Plaza,Mysore,IN,No. 2716. Sri Harsha Road ,3,570001
DA440D67CD1A2D5C5E5E6D758988616B,Your World International Conference Centre,Yiwu,CN,No.100 XingFu Lake Road,5,322008,C0944A31A9AFF9F7A98FC516B860E4C2,Your World International Conference Centre,Yiwu,CN,No.100 Xingfuhu Road,5,322008
6CCAC46993300736ADD8243EC1E85CC9,Hotel Seifuen,Niigata,JP,278-2 Tsukioka Onsen,4,959-2397,870407B054D1CBCCF1B3004BE4586C55,Hotel Seifuuen,Shibata,JP,Tsukiokaonsen 278-2 ,4,959-2397
77AAE49FC8F61EADAFE3B72427BD9BDA,Beach Bay Hotel Muscat,Muscat,OM,"Hayy As Saruj, Shatti A Qurum",3,3951 PC112,C7184F3789428CA7AF8D88E6C25497B9,Beach Bay Hotel Muscat,Muscat,OM,"Hayy As Saruj, Shatti A Qurum",3,113
5BA40B7D318A924FA84D6FF11CC2D477,Courtyard By Marriott Kuwait City,Kuwait,KW,"Al Shuhada Street,Dasman",4,,F9B270462EDF57743E9943C5E1C0BA06,Courtyard By Marriott Kuwait City,Kuwait,KW,Al Shuhada Street,4,
75F7061BFE00A481D1D99EFB1FC85800,Casa Monte Rosa,Puncak,ID,"Jl Raya Puncak KM 90, Kp.Parabon Ciloto",4,43253,1556E2CFD6E507DDD892CDAD1303455A,Casa Monte Rosa,Puncak,ID,"Jl. Raya Puncak Km 90 Ciloto, kp Parabon No. 100 Jawa Barat",3,43253
8E9EC1AA7576BA43B8F69D37DF69BB72,Hilltop Guesthouse,Jeju Island,KR,"243-1. Yongdam1-dong, Jeju-si",1.5,690-820,4EF8AD7E74BDF446D5DB36DA2DD1B24A,Hilltop Guesthouse,Jeju,KR,243-1 Yongdamil-dong,0,690-820
061D40DAEFAE222C74F4A78BD4566B1D,Yukisawa House,Niseko,JP,155-32 Yamada Kucchan-cho Abuta-gun,4,044-0081,35777DDCEF4F38304D32B18D3902CAA4,Yukisawa House,Niseko,JP,Kutchan Yamada 155-32 ,4,044-0081
4F77188FCAA6619C0979F180614AC486,Hotel Delfin Mar,Majorca,ES,"VÍA REY SANCHO, 11",4,7180,4933548ED2F0E779F8D212511686E118,Hotel Delfin Mar,Santa Ponsa,ES,"Via Rey Sancho, 11",4,7180
2B95C0431D57052C267AF10C1BC3085D,Guest House Tokiwa,Mount Fuji,JP,"14-15 Chuocho, Fujinomiya",2,418-0065,8DA3C50A81EA5D204BCF3DF0CA0979B2,Guest House Tokiwa,Fujinomiya,JP,Chuo-cho 14-15,2,418-0065
95705D468A2067FC6ACEE2D08236F134,Titan Paradise Xiamen Hotel,Xiamen,CN,No. 66 Huangcuo brook head City Road,4,361000,FEFA87DBA5C10987723ED7ACF688FBB2,Paradise Xiamen Hotel,Xiamen,CN,"No.66, Huang Cuo Xi Tou Xia",5,361000
996DA4A6EEF284F26AE778050579FCD7,Thanh Long Hotel,Tuy Hoa (Phu Yen),VN,"No. 314A-314B, Hung Vuong Street, Phu Yen Province",2,,ADCC3758712B6EDDDE0AAC4DE9E8C216,Thanh Long Hotel,Tuy Hoa,VN,314 Hung Vuong,2,
1EE9A5F5130B34CD6F2D22F2F817FA4D,Villa Hotel,Trincomalee,LK,"22, Lower Road Orr'Shill",2,31000,4E5FAE788D4675CC8041EAA3745AA741,Villa Hotel,Trincomalee,LK,"22,Lower Road Orr,s Hill",3,31300
E8C12A7059A66BB00842437DC24AAC24,@Yamkela Guest House,Oudtshoorn,ZA,95 Baron Van Reede Street,4,6620,63782427200758A41C4810BC78634FDC,@Yamkela Guest House,Oudtshoorn,ZA,95 Baron van Reede Street,4,6625
AFB4AB031CDDED6C2CD7D7BCDA0EAB42,Mini Voyage Hostel,Hualien,TW,"No.103, Guolian 1st Rd.",2.5,97055,E99D359F2FA0643817998F416A08361F,Mini Voyage Hostel,Hualien City,TW,"No. 103, Guolian 1st Road",0,97055
F9FACEE0A6B91C3C69180C31179F9FFD,Hotel Nova KD Comfort,Jamnagar,IN,Street Number 6,3,361008,D3F84BCAC78AE93FFE03D8549E17B193,Hotel Nova K D Comfort,Jāmnagar,IN,"Opp; DKV College, P. N. Marg",3,361008
97F587C281FF0C0839081E9B3DE75329,Flag House Resort (18 Kms From Shimla),Shimla,IN,VPO Junga,2,171218,7BFCA5FF24CB57D70442654300D06E5F,Flag House Resort,Jūnga,IN,"Flag House Resort, VPO Junga, Himachal Pradesh",0,171218
29DBA09CF6C7C45FC91E74BA4D6D591E,Hilton Garden Inn Fuzhou Cangshan,Fuzhou,CN,No.3 Panyu road,4,,BC1E510E8D8931698273B069E4CC6EB0,Hilton Garden Inn Fuzhou Cangshan,Fuzhou,CN,"Jianxin Avenue,Cangshan District   ",4,350008
55AB3BDAEB827F35C9AD15280DFEE084,Huyen Tran Bungalow,Phan Thiet,VN,"69/5 Nguyễn Đình Chiểu, Ham Tien",1,,4183025E3A78C58465B499D8ECD665FA,Huyen Tran Bungalow,Mui Ne,VN,"69/5 Nguyen Dình Chieu, Ham Tien",0,
EF5CEE66F5E22B4D847E9177F5C5D2A4,Kushiro Century Castle Hotel,Kushiro,JP,"2-5, Okawacho",3,085-0837,909E0C4FDEA9DD5577A74B5A80045400,Kushiro Century Castle Hotel,Kushiro,JP,Okawacho 2-5,4,085-0837
D551BE2AC8B6445E146229F2DE08262B,MY Hostels Mirissa,Mirissa,LK,12 Sunanda Road,1.5,81740,319747D568D56951666D0B260BB608C9,MY Hostels Mirissa,Mirissa,LK,"12, Sunanda Road, Mirissa",0,81740
65C5B2D663EFB9DA33637F91E42CCF03,Dysart Boutique Hotel,Cape Town,ZA,17 Dysart Road,5,8005,745632D79A8E9F602291A574BEBDA38D,DysArt Boutique Hotel,Cape Town,ZA,17 Dysart Road,5,8005
039C6B89A53CDA3CC6D1AE34AFC76FDA,Donuts Garden House,Yilan,TW,"No.423, Zhulin St",2,26542,6604979A95048DEBBCC5356C829F2C46,Donuts Garden House,Luodong,TW,"No. 423, Zhulin Street",0,265
F6FDD75DCCD15C9E7F13DDD9076D7809,Green Tree Inn Dalian Railway Station,Dalian,CN,No.76 Jianshe Street,2,116011,DB1428A7C718D474BDCB442C1CBB2D71,GreenTree Inn Liaoning Dalian Railway Station Express Hotel,Dalian,CN,"No.76, Jianshe Street, Xigang District",2,116011
ACEDA7C9C15241849B776CF3B262504C,STARiHOTELS Rajnandgaon,Durg,IN,"Hotel Laxminarayan, Halwai Line",2.5,491441,CED97C4A8936BF818CE4AFDFDEA3AA0A,STARiHOTELS Rajnandgaon,Rāj Nāndgaon,IN,Halwai Lane Bharat Mata Chowk Rajnandgaon,3,491441
275C706DC7F314C28B169E08B9DB03B1,Phuc Hung Hotel 1,Rach Gia (Kien Giang),VN,"D8 39-40 Lac Hong Street, Vinh Lac",2,,BDFD452261F06F977419871E32F4AA98,Phuc Hung Hotel,Rach Gia,VN,"D8, 39-40 Lac Hong, Vinh Lac Ward",2,
37D56CADC68E0538AFB3B3D593F6B1E9,Abbo Hotel,Tainan,TW,"617, Sec 2, Ta Tung Rd",3,701,4B9F3F989E500652E6453BB6E0EAC1AF,Abbo Hotel,Tainan,TW,"No. 617, Section 2, Ta Tung Road",0,700
D7130FAB0EB4C07729B1960CC883D0AC,Ya Teng Homestay,Chonburi,TH,Kongtasai 158/2 m.5 Bangpra Sriracha Chonburi,2,20110,2E7BFF24A2566240C9B3F47B8803C750,Ya Teng Homestay,Ban Tha Sai,TH,"158/2 Moo 5 T.Bang Phra, A.Si Racha, Chonburi",0,20110
ED7ED5CA36D4828CC1609E409086CFC8,Hotel du Lion d'Or Louvre,Paris,FR,5 Rue de la Sourdiere,3,75001,DC36FECDCD65B2B2F0E12567F26167F4,Hôtel du Lion d'Or Louvre,Paris,FR,5 Rue De La Sourdière,3,75001
F77D4AA35E1E4C75C4D18A8DABA17774,MALLVIEW MOTEL GREENSBURG,Greensburg (PA),US,935 E. Pittsburgh St Rt. 30,2,15601,1F57F3914CC2A30B5B503B549D9EB2C6,Mallview Motel Greensburg,Greensburg,US,5351 State Route 30,2,15601
568ECC467177E89D2F8BC1FB2952DBB3,Hotel Ashoka Executive,Shirdi,IN,"Nagar Mammad Road, Opp Saibaba Sasthans Bhakti Niwas, Near AXIS Bank, Shirdi. Tal. Rahata Dist",2,423019,4E639DA8F5215F7EA98863AC5C4D5FA8,Hotel Ashoka Executive,Shirdi,IN,"Nagar Manmad Road, Opposite 500 Rooms, Next to Axis Bank",3,423109
8DC9F8AB148BCE7AE6635310B4819D8B,Phoenix Island Resort Apartment Sanya,Sanya,CN,"Unit CDE, Phoenix Island, Sanya Bay Road.",4,572000,B4D35562050744B787DD690570E7ECC4,Phoenix Island Resort Sanya ( Ocean Dream),Sanya,CN,"  Phoenix Island CDE, Sanya Bay Road",4,572000
760C9B0D9C132538952AEE7C76432DA7,Lexington Rochester Airport Hotel,Rochester (NY),US,911 Brooks Avenue,4,14624,F2E1B594D643EC33EA349B8C62B04F95,Lexington Hotel – Rochester Airport,Rochester,US,911 Brooks Avenue,3,14624
F42AD7F690C028B1610F870668075C35,A-Port,Bangkok,TH,840 Lat Krabang Rd. Lat Krabang,2.5,10520,C897476F796EA456DFCEDA6B109BC134,A-Port,Lat Krabang,TH,840/1-2 Ladkrabang Road,2,10520
D8EB5765AB2351873B7A464C85A0684E,Hotel Sri Uma International,Vijayawada,IN,"No 27-19-53,Durgaiah Street,Opposite Big Bazaar Street, Governor Pet",1,520002,DAE1DBDDDA4974EFF47FF03E4ACF5965,Hotel Sri Uma International,Vijayawāda,IN,"27-19-53,Durgaiah Street,Governor Pet Opp Big Bazaar Street",1,520002
8CAAA88D8B525F8875BEAEDA2BDE004F,NH Collection Brussels Centre,Brussels,BE,Boulevard Adolphe Max 7,4,1000,402505605AE8401EB9598484AE1472FF,NH Collection Brussels Centre,Brussels,BE,Boulevard Adolphe Max 7,4,1000
AA73DF1EE2C17840988B54C8A7618571,Die Agterplaas Bed and Breakfast,Johannesburg,ZA,66 6th Avenue,3,2029,59E29DC7066B5A6FCF68B48E6DD67347,Die Agterplaas B&B,Johannesburg,ZA,66 Sixth Avenue,3,2092
EBEDA76708344EFB7C44EB485AC9A8A3,Hotel Atlanta,Gran Canaria,ES,Alfredo L Jones 37,3,35008,080E6B21B6596BC87F8092BB69CBA2D5,Hotel Atlanta,Las Palmas de Gran Canaria,ES,"Alfredo L. Jones, 37",3,35008
DDBCCCD8E9FEB78303C726843D2BF587,International Minsyuku Kokage Hotel,Oita,JP,8-9 Ekimae-Cho,1,874-0935,9123B0C376CE0BF8CD5710C110FA727C,International Inn Kokage,Beppu,JP,Ekimae-cho 8-9 ,1,874-0935
2DA6F1714D89249C727379425D2D4B1C,Comfort Suites,Barstow (CA),US,2571 Fisher Blvd.,3,92311,1F4A8BBE3D8732CE68C6EACB84280269,Comfort Suites Barstow,Barstow,US,2571 Fisher Boulevard,3,92311
4E219CE07C307DF5B99B99F8C1DB11C3,Comfort Inn & Suites Redwood Country,Fortuna (CA),US,1583 Riverwalk Drive,2.5,95540,71163FC9DD94177CFE28ED434E69C0D2,Comfort Inn & Suites Redwood Country,Fortuna,US,1583 Riverwalk Drive,2,95540
CD1C87561B6F339ED1ED907C384AC0DD,Hilton Garden Inn Edison - Raritan Center Hotel,Edison (NJ),US,50 Raritan Center Parkway,3,8837,D61E0DAB436D2A75C7EC983D78C4A2CD,Hilton Garden Inn Edison/Raritan Center,Edison,US,50 Raritan Center Parkway,3,8837
38358BAC3CC2848D2DFB10D268E7E252,Hotel Siru,Brussels,BE,2 Rue des Croisades,3,1210,CF3C5E4375BBCE88B79210C8A21430C2,Hotel Siru,Brussels,BE,2 Rue des Croisades,3,1210
53D3C062323DE05DC935C4C65F9D73DE,Huachen Holiday Hotel,Hangzhou,CN,NO.155 Fengshan Road,4,310008,D70351091AEBE71702A8EFF4E23689D6,Hangzhou Huachen Holiday Hotel,Hangzhou,CN,155 Fengshan Road,3,310008
29045F2103BEF9BECF7CF4DCDB797CEF,The Wallawwa Hotel,Negombo,LK,"Minuwangoda Road, Kotugoda,Katunayake",5,,D83CEBFF4620A4C0F6078D0B58147DDC,The Wallawwa,Katunayaka,LK,"Minuwangoda Road, Kotugoda",5,11450
590E4026E6954BED012B4201A65F8829,Radisson Blu Hotel Uppsala,Uppsala,SE,Stationsgatan 4,4,,EE1E3C67BF120D7C128C3121FBDE2824,Radisson Blu Hotel Uppsala,Uppsala,SE,Stationsgatan 4,4,753 40
208989A43D7A1D1614E9FF303DCE9D20,The Kenilworth Resort & Spa Goa,Goa,IN,Utorda Beach,5,,B7087C1DAE1A43C1AA40B0BE11DAA38C,"Kenilworth Resort & SPA,Goa",Utorda,IN,"Utorda, Salcete",5,403713
0C28423A88B5DBFFD0D1EE2AEC41EFD0,Grand Hotel Melbourne MGallery Collection,Melbourne,AU,33 Spencer Street,5,3000,4BB9B27E427755A85D3E46BA97619F06,Grand Hotel Melbourne - MGallery by Sofitel,Melbourne,AU,33 Spencer Street,5,3000
A441798EA9D522AC11BE43D325585CEF,Grand Hisar Hotel,Istanbul,TR,Hüseyinaga District.Kamerhatun Avenue No:22 Balikpazari,3,34420,A945DE0732FE2ADE11615F94268DA852,Grand Hisar Hotel,İstanbul,TR,Hüseyinaga Mah.Kamerhatun Caddesi No:22 Balikpazari Beyoglu,3,34420
3A416EB79DACD39BEEB9912CA9FE1047,Aron Guest House,London,GB,27 South Ealing Road,3,W5 4QT,FF87AFE1019577476B2C1B2A0ADAC0B7,Aron Guesthouse,Brentford,GB,27 South Ealing Road,3,W5 4QT
BCCEAFD43BD972524FDAD0B2B8C1ED20,Clarion Collection Hotel Arlington Court Suites,Arlington (VA),US,1200 N. Courthouse Rd.,3,22201,A8B402FA085758E3B374316A8095AEB7,Arlington Court Suites Hotel,Arlington,US,1200 North Courthouse Road,3,22201
8F18C3769B54333594E2BCA1D44F71C6,So Park Apartments,London,GB,140 Battersea Park Road,4,SW11 4NB,331EB244AF5E739F4DE6F840670D3D34,SO Park Battersea,London,GB,140 Battersea Park Road,4,SW11 4NB
3A19032E1A6251A9117A41F8E5D41537,Vivenda Rebelo Homestay,Goa,IN,"Next to Wendell Rodericks,Opposite FLG Garden Campal, Panaji",1,403001,9C0A9D1D7A3F97512662BBD958911FC8,Vivenda Rebelo,Panaji,IN,"House No 157, Campal Heritage Precint, Next to Wenvell Rodricks Design Space,Campal",0,403001
8826539D9930673375350B8092075E19,Waterfront Lodge Motel,Hobart,AU,"153 Risdon Road, Newtown Bay Hobart Tasmania",3,7008,10CCBC807A1CB01C8137C26E0DCFE6D8,Waterfront Lodge Motel,Hobart,AU,153 Risdon Road,3.5,7008
18E5E26F7FD7D90EDEF71981AE1F08DF,Grand Zuri Duri Hotel,Duri,ID,JL. Hang Tuah No.26,3,,0AB6067DB05EFD6A51ACD72591586ECE,Grand Zuri Duri Hotel,Duri,ID,Jl. Hangtuah No. 26,3,28884
68DAC533B3B8DF352DA8051BB4EF30DB,Topas Ecolodge,Sapa,VN,21 Muong Hoa,0,,C1C371ECA04B3B9773F8F3DD17BAC7F7,Topas Ecolodge,Sa Pa,VN,21 Muong Hoa,0,
ED115B78B4DFE39EEA3CC14083A8912A,Nightingale Falls Farmstay Retreat,Thames,NZ,126 A Victoria Street Tararu Bay,3,,A93B53DEB2C31C936F051D2E3AF43B5D,Nightingale Falls Farm Stay Retreat,Thames,NZ,126A Victoria Street,4,3500
